time,line
00:25:46,I got them. Where are we?
00:25:50,Long Term Memory? Wait...
00:25:59,Goofball Island?
00:26:02,SADNESS: Riley's Islands of Personality.
00:26:04,They're all down!
00:26:07,Oh! This is bad.
00:26:09,We... We can fix this!
00:26:11,"We just have to get back to Headquarters,"
00:26:13,"plug the Core Memories in,"
00:26:15,and Riley will be back to normal.
00:26:17,Riley has no Core Memories.
00:26:20,No Personality Islands and no...
00:26:22,(GASPS)
00:26:23,What? What is it?
00:26:24,You.
00:26:26,You're not in Headquarters.
00:26:27,"Without you, Riley can't be happy."
00:26:31,We got to get you back up there.
00:26:33,"I'm coming, Riley."
00:26:49,"So, as it turns out, the green trash can"
00:26:51,"is not recycling, it's for greens."
00:26:53,Like compost. And eggshells. Mmm.
00:26:55,And the blue one is recycling.
00:26:56,MOM: And the black one is trash. Riley is acting so weird.
00:26:58,Why is she acting so weird?
00:26:59,What do you expect? All the Islands are down.
00:27:02,Joy would know what to do.
00:27:03,That's it.
00:27:04,"Until she gets back, we just do what Joy would do!"
00:27:07,"Great idea. Anger, Fear, Disgust,"
00:27:10,how are we supposed to be happy?
00:27:12,"MOM: Hey, Riley. I've got good news!"
00:27:14,I found a junior hockey league right here in San Francisco.
00:27:17,And get this: Try-outs are tomorrow
00:27:19,"after school. What luck, right?"
00:27:21,Hockey? Uh-oh. What do we do?
00:27:22,"(STUTTERING) Guys, this is..."
00:27:24,You pretend to be Joy.
00:27:25,Won't it be great to be back out on the ice?
00:27:29,"Oh, yeah, that sounds fantastic."
00:27:32,What was that? That wasn't anything like Joy!
00:27:34,"Uh, because I'm not Joy. Yeah, no kidding."
00:27:39,Did you guys pick up on that?
00:27:40,Mmm-hmm. Something's wrong. Totally.
00:27:42,Should we ask her?
00:27:43,"Let's probe. But keep it subtle,"
00:27:45,so she doesn't notice.
00:27:47,"So, how was the first day of school?"
00:27:49,She's probing us.
00:27:50,I'm done. You pretend to be Joy.
00:27:51,"What? Okay. Um, hmm."
00:27:54,"It was fine, I guess. I don't know."
00:27:57,Oh. Very smooth. That was just like Joy.
00:28:00,Something is definitely going on.
00:28:02,She's never acted like this before. What should we do?
00:28:05,We're going to find out what's happening.
00:28:06,But we'll need support.
00:28:08,Signal the husband.
00:28:10,Ahem!
00:28:12,"ANNOUNCER: With a nice pass over to Reeves,"
00:28:15,comes across ...and nice!
00:28:16,(CLEARS THROAT)
00:28:19,"Uh-oh. She's looking at us. Uh, what did she say?"
00:28:23,"What? Oh! Sorry, sir. No one was listening."
00:28:26,Is it garbage night? We left the toilet seat up?
00:28:28,"What? What is it, woman? What?"
00:28:30,"Ugh, he's making that stupid face again."
00:28:32,MOM'S ANGER: I could strangle him right now.
00:28:34,Signal him again.
00:28:38,"Ah! So, Riley, how was school?"
00:28:41,You got to be kidding me! Seriously?
00:28:43,For this we gave up that Brazilian helicopter pilot?
00:28:46,Move! I'll be Joy.
00:28:48,"School was great, all right?"
00:28:50,Riley. Is everything okay?
00:28:52,Ugh!
00:28:53,"Sir, she just rolled her eyes at us."
00:28:55,What is her deal?
00:28:57,"All right, make a show of force."
00:28:58,"I don't want to have to put ""the foot"" down."
00:29:00,"No, not the foot!"
00:29:02,"Riley, I do not like this new attitude."
00:29:04,"Oh, I'll show you attitude, old man."
00:29:06,"No. No, no, no! Stay happy!"
00:29:08,What is your problem? Just leave me alone!
00:29:10,"Sir, reporting high levels of sass!"
00:29:13,Take it to DEFCON Two.
00:29:14,"You heard that, gentlemen. DEFCON Two."
00:29:16,(ALARMS BLARING)
00:29:17,"Listen, young lady, I don't know where..."
00:29:19,this disrespectful attitude came from...
00:29:21,"You want a piece of this, pops?"
00:29:23,Come and get it!
00:29:24,"Yeah, well... Well..."
00:29:26,Here it comes. Prepare the foot!
00:29:29,Keys to safety position.
00:29:33,"Ready to launch on your command, sir!"
00:29:36,(YELLING)
00:29:37,Just shut up!
00:29:40,Fire!
00:29:41,That's it! Go to your room! Now!
00:29:45,Uh!
00:29:47,(RILEY GRUNTING)
00:29:48,The foot is down! The foot is down!
00:29:51,(ALL CHEERING)
00:29:53,"Good job, gentlemen."
00:29:54,That could have been a disaster.
00:29:57,"Well, that was a disaster."
00:30:02,"Come fly with me, gatinha."
00:30:05,(ALL SIGHS)
00:30:10,(RUMBLING)
00:30:15,(JOY SIGHS)
00:30:17,We're going to walk out there? On that?
00:30:20,JOY: It's the quickest way back.
00:30:21,But it's right over the Memory Dump.
00:30:23,"If we fall, we'll be forgotten forever."
00:30:26,We have to do this for Riley. Just follow my footsteps.
00:30:30,"Oh, okay. It's not that high."
00:30:31,It's totally fine...
00:30:38,(JOY GRUNTING)
00:30:42,No!
00:30:43,(GRUNTS)
00:30:45,(KNOCK ON DOOR) (DOOR OPENS)
00:30:49,Hey.
00:30:51,"So, uh, things got a little out of hand downstairs."
00:30:55,Do you want to talk about it?
00:30:58,"Come on, where's my happy girl?"
00:31:02,Monkey. (IMITATING MONKEY GRUNTING)
00:31:04,"Oh, he's trying to start up Goofball."
00:31:07,DAD: Come on!
00:31:09,(DAD CONTINUES GRUNTING)
00:31:14,(RUMBLING)
00:31:15,(GRUNTS)
00:31:19,(GASPS) Ah!
00:31:21,"Go back! Run, run, run!"
00:31:25,(JOY PANTING)
00:31:33,(GASPS)
00:31:47,(BOTH PANTING)
00:31:51,What...
00:32:08,I get it. You need some alone time.
00:32:13,We'll talk later.
00:32:18,DISGUST: We have a major problem.
00:32:20,"FEAR: Oh, Joy, where are you?"
00:32:23,SADNESS: We lost Goofball Island.
00:32:26,That means she can lose Friendship
00:32:27,and Hockey and Honesty and Family.
00:32:31,"You can fix this, right, Joy?"
00:32:33,"I, uh... I don't know."
00:32:36,Oh... But we have to try.
00:32:38,"Okay, come on."
00:32:39,(MACHINERY POWERING DOWN)
00:32:40,Riley's gone to sleep. Oh...
00:32:42,Which is a good thing.
00:32:45,When you think about it because
00:32:46,nothing else bad can happen while she's asleep.
00:32:48,We'll be back to Headquarters before she wakes up.
00:32:51,We'll just go across Friendship Island.
00:32:56,"Oh, we'll never make it."
00:32:57,"Oh, no! No, no, no!"
00:32:58,Don't obsess over the weight of life's problems.
00:33:00,Remember the funny movie where the dog dies?
00:33:02,"Oh, Sadness, we don't have time for this."
00:33:04,We'll just have to go around. Take the scenic route.
00:33:08,"SADNESS: Wait, Joy, you could get lost in there!"
00:33:11,Think positive!
00:33:12,SADNESS: Okay. I'm positive you will get lost in there.
00:33:16,SADNESS: That's Long Term Memory.
00:33:18,An endless warren of corridors and shelves.
00:33:21,I read about it in the manuals.
00:33:23,The manuals?
00:33:25,The manuals!
00:33:26,You read the manuals! Yeah.
00:33:28,So you know the way back to Headquarters!
00:33:31,I guess.
00:33:32,Ooh! (CHUCKLES EXCITEDLY)
00:33:35,You are my map!
00:33:36,"Let's go! Lead on, my map!"
00:33:38,Show me where we're going!
00:33:39,Okay. Only I'm too sad to walk.
00:33:43,Just give me a few... hours.
00:33:46,Ooh!
00:33:48,JOY: Which way? Left?
00:33:49,SADNESS: Right.
00:33:51,"No. I mean, go left."
00:33:52,"I said left was right. Like ""correct."""
00:33:54,JOY: Okay.
00:33:55,SADNESS: This actually feels kind of nice.
00:33:58,"Okay, here we go!"
00:33:59,We'll be back to Headquarters before morning.
00:34:01,We can do it! This will be easy! This is working!
00:34:07,(GROANS)
00:34:08,This is not working. Are we getting close?
00:34:11,"SADNESS: Yeah, just another right."
00:34:13,And... a left and then another... left and...
00:34:18,"Uh, are you sure you know where we're going?"
00:34:21,Because we seem to be walking away from Headquarters.
00:34:24,Riley's awake.
00:34:26,Ooh! Oh!
00:34:29,(EXCLAIMS NERVOUSLY)
00:34:30,Don't touch. Remember?
00:34:32,"If you touch them, they stay sad."
00:34:34,"Oh, sorry, I won't. Starting now."
00:34:38,"Oh, I can't take much more of this."
00:34:40,FORGETTER BOBBY: Forget them!
00:34:42,Mind workers!
00:34:43,"But, Joy, we're almost..."
00:34:44,(SIGHS)
00:34:46,Phone numbers.
00:34:47,We don't need all these. They're in her phone.
00:34:48,"Excuse me, hi. Just forget all of that. Please. Forget it!"
00:34:52,I need to find Friendship Island. Look at this.
00:34:54,Four years of piano lessons.
00:34:55,"FORGETTER BOBBY: Yeah, it looks pretty faded."
00:34:56,You know what? Save Chopsticks
00:34:58,"and Heart and Soul, get rid of the rest."
00:35:00,Are you... US Presidents. What do you think?
00:35:02,"Yeah, just keep Washington, Lincoln and the fat one."
00:35:04,Forget 'em! Hey!
00:35:05,You can't throw those away!
00:35:06,Those are perfectly good memories.
00:35:08,"The names of every ""Cutie Pie Princess"" doll?"
00:35:10,Yes! That is critical information!
00:35:12,"JOY: Glitterstorm, Honeypants..."
00:35:13,Forget 'em!
00:35:19,Hey! Bring those back!
00:35:20,They're in the dump. Nothing comes back from the dump.
00:35:23,"Yeah. Look, lady, this is our job, okay?"
00:35:24,"When Riley doesn't care about a memory, it fades."
00:35:27,Fades? Happens to the best of them.
00:35:28,"Yeah, except for this bad boy. (LAUGHS) This one will never fade."
00:35:32,MAN: ™ª TripleDent gum ™ª WOMAN: ™ª Will make you smile ™ª
00:35:34,(GASPS) The song from the gum commercial?
00:35:36,"You know, sometimes we send that one"
00:35:37,up to Headquarters for no reason.
00:35:38,It just plays in Riley's head over and over again.
00:35:41,Like a million times! (LAUGHS)
00:35:42,Let's watch it again!
00:35:44,™ª TripleDent gum ™ª
00:35:45,"Yeah, I know. We all know the song."
00:35:47,"Okay. Yeah, real catchy. Okay."
00:35:48,"Hey, what do you think? Should we do it?"
00:35:49,Yeah!
00:35:51,"Okay, here we go!"
00:35:52,(BOTH LAUGHING)
00:35:55,™ª TripleDent gum ™ª
00:35:57,What the... This again?
00:35:58,(SINGING ALONG)
00:35:59,Wait! Do you know how to get to Friendship Island?
00:36:02,™ª TripleDent gum ™ª
00:36:03,Do you like it there? Did you feel any earthquakes?
00:36:05,Is the bridge cool?
00:36:07,"Yeah, it's good."
00:36:08,What happened with the playoffs?
00:36:09,We won the first game.
00:36:10,Coach says we might actually go to the finals this year.
00:36:13,"Oh, and we've got this new girl on the team."
00:36:14,She's so cool.
00:36:16,"Uh, she did not just say that."
00:36:17,A new girl? Meg has a new friend already?
00:36:20,"(ANGER GRUMBLING) Hey, hey! Stay happy!"
00:36:22,"We do not want to lose any more islands here, guys!"
00:36:24,MEG: We can pass the puck to each other
00:36:25,without even looking. It's like mind reading!
00:36:28,"You like to read minds, Meg?"
00:36:29,"I got something for you to read, right here!"
00:36:31,Let's just be calm for one second! Ahhh!
00:36:32,(YELLING)
00:36:33,MEG: I heard they have parrots... I've got to go.
00:36:35,What? I got to go!
00:36:38,"Okay, could you just please tell me which way is..."
00:36:39,(BOTH CHATTERING)
00:36:41,"(RUMBLING) Oh, no!"
00:36:45,Friendship Island! What?
00:36:58,"Oh, not Friendship."
00:37:02,(BOTH LAUGHING)
00:37:06,"Oh, Riley loved that one. And now it's gone."
00:37:11,"Goodbye, friendship."
00:37:12,"(SIGHS) Hello, loneliness."
00:37:14,(GRUMBLING)
00:37:18,We'll just have to go the long way.
00:37:21,"Yeah. The long, long, long, long way."
00:37:27,SADNESS: I'm ready.
00:37:28,(GROANS) There's got to be a better way.
00:37:31,(BING BONG HUMMING) (GASPS)
00:37:34,BING BONG: Ooh! Look at you!
00:37:35,Huh?
00:37:37,"I will take you, but not you."
00:37:39,"Oh, who am I kidding? I can't leave you."
00:37:42,Hello! (BING BONG EXCLAIMS)
00:37:43,Wait! Hey! Wait!
00:37:46,(CLATTERING)
00:37:47,"Oh, wait! Stop!"
00:37:54,(BING BONG PANTING)
00:37:57,Excuse me. Ah!
00:37:59,"Uh, I was looking for, um... Diversion!"
00:38:02,"JOY: What? Ha-ha! So long, sucker!"
00:38:04,(CLATTERING)
00:38:05,"BING BONG: Ow, I hurt all over."
00:38:07,Wait. I know you.
00:38:08,"No, you don't. I get that a lot."
00:38:11,I look like a lot of people.
00:38:12,"No, no, no. I do. (GASPS)"
00:38:14,Bing Bong! Riley's imaginary friend!
00:38:16,"You really do know me? Well, of course!"
00:38:19,Riley loved playing with you! You two are best friends!
00:38:22,"Oh! Oh, you would know."
00:38:23,We're trying to get back to Headquarters.
00:38:24,Headquarters? You guys are from Headquarters?
00:38:27,"Well, yeah. I'm Joy. This is Sadness."
00:38:29,You're Joy? The Joy? JOY: Mmm-hmm.
00:38:31,What the heck are you doing out here?
00:38:33,"That's a good question. You want to answer that, Sadness?"
00:38:35,"Wow. Without you, Riley won't ever be happy."
00:38:38,We can't have that. We got to get you back.
00:38:41,I'll tell you what. Follow me!
00:38:42,"Oh, thank you!"
00:38:44,It is so great to see you again.
00:38:46,"I gotta tell you, I am such a huge fan of your work."
00:38:48,Do you remember when you and Riley were in a band?
00:38:50,(LAUGHS) I went to all of your concerts.
00:38:53,"BING BONG: Yeah, I blow a mean nose."
00:38:54,JOY: Watching you play tag was such a treat.
00:38:56,BING BONG: Two-time world champ.
00:38:58,JOY: Oh! And remember your rockets?
00:38:59,BING BONG: Of course! It runs on song power!
00:39:02,That's right! Your theme song!
00:39:03,™ª Who's your friend who likes to play? ™ª
00:39:04,™ª Bing Bong Bing Bong ™ª
00:39:06,"™ª His rocket makes you yell ""Hooray!"" ™ª"
00:39:07,"BOTH: ™ª Bing Bong, Bing Bong ™ª"
00:39:09,What exactly are you supposed to be?
00:39:11,"You know, it's unclear. I'm mostly cotton candy."
00:39:14,"But shape-wise I'm part cat, part elephant, part dolphin."
00:39:19,Dolphin?
00:39:20,(MIMICS DOLPHIN CLICKING)
00:39:23,"You got to remember, when Riley was three,"
00:39:25,animals were all the rage.
00:39:26,The cow goes moo. The horse goes neigh.
00:39:28,That's all people talked about back then.
00:39:30,Yeah. Yeah. I guess that's true.
00:39:31,What are you doing out here?
00:39:32,"Well, there's not much call for imaginary friends lately."
00:39:36,"So, uh, I, you know, um..."
00:39:38,(SIGHS)
00:39:40,"Hey, hey. Don't be sad."
00:39:42,"Tell you what. When I get back up to Headquarters,"
00:39:45,I'll make sure Riley remembers you.
00:39:47,You will? Of course!
00:39:48,She'd love that. (LAUGHING)
00:39:50,This is the greatest day of my life!
00:39:52,"Ha, cha, cha, cha, cha. Ow!"
00:39:54,"Ow, ow, ow, ow!"
00:39:56,"Oh, are you okay?"
00:39:58,"Hey, what's going on?"
00:39:59,I cry candy.
00:40:01,Try the caramel. It's delicious.
00:40:03,Ooh. Whoa!
00:40:05,"Ooh, here, use this."
00:40:06,"Thanks! Whoa, hold on, wait a second."
00:40:10,(GRUNTING)
00:40:12,It always gets stuck at the bottom.
00:40:15,(TRUMPET BLOWS) (CAT SCREECHING)
00:40:16,Here. What? It's imaginary.
00:40:19,Thanks. This will make it a lot easier
00:40:21,to walk back to Headquarters.
00:40:22,Walk? We're not walking.
00:40:24,We're taking the Train of Thought!
00:40:27,(HORN BLARING)
00:40:28,"JOY: The train, of course!"
00:40:30,That is so much faster! But how do we catch it?
00:40:32,"Well, it kind of goes all over the place,"
00:40:34,but there is a station in Imagination Land.
00:40:37,"I know a shortcut. Come on, this way!"
00:40:39,"JOY: Oh, I am so glad we ran into you!"
00:40:42,The station is right through here. After you.
00:40:45,Joy. What?
00:40:46,I read about this place
00:40:48,in the manual. We shouldn't go in there.
00:40:50,Bing Bong says it's the quickest way to Headquarters.
00:40:52,"No, but, Joy, this is abstract thought."
00:40:54,What are you talking about?
00:40:55,"I go in here all the time. It's a shortcut, you see?"
00:40:58,D-A-N-G-E-R. Shortcut. I'll prove it to you.
00:41:03,Look at me. I'm closer to the station
00:41:06,because I'm taking the shortcut.
00:41:08,Let's go around. This way.
00:41:10,BING BONG: Almost there!
00:41:13,"If you want to walk the long way, go for it."
00:41:15,But Riley needs to be happy.
00:41:17,I'm not missing that train.
00:41:19,Bing Bong knows what he's doing.
00:41:20,JOY: He's part dolphin. They're very smart.
00:41:22,"SADNESS: Well, I guess."
00:41:27,GIRL #1: What did you get? GIRL #2: I don't know.
00:41:29,(INDISTINCT CONVERSATIONS)
00:41:43,"Okay, what abstract concept"
00:41:45,are we trying to comprehend today?
00:41:46,Um... Loneliness.
00:41:48,Hmm. Looks like there's something in there.
00:41:50,I'm going to turn it on for a minute
00:41:51,and burn out the gunk.
00:41:53,BING BONG: What did I tell you? You'll be at Headquarters in no time.
00:41:55,SADNESS: Whoa!
00:41:57,"BING BONG: Say, would you look at that?"
00:41:58,Whoa! What's happening?
00:42:00,"Oh, no, they turned it on."
00:42:02,Huh. Never seen this before.
00:42:04,(BOTH SCREAMING)
00:42:07,My face! My beautiful face! Oh!
00:42:10,What is going on? We're abstracting!
00:42:12,There are four stages. This is the first:
00:42:14,Non-objective Fragmentation!
00:42:16,All right. Do not panic.
00:42:17,What is important is that we all stay together. Oh!
00:42:20,(JOY EXCLAIMS)
00:42:22,We're in the second stage. We're deconstructing!
00:42:23,Run! Ah!
00:42:26,I can't feel my legs!
00:42:29,"Oh, there they are."
00:42:30,"Come here, me!"
00:42:31,(SADNESS GRUNTING)
00:42:33,We've got to get out of here (YELLS IN PAIN)
00:42:34,before we're nothing but shape and color!
00:42:36,Ow! We'll get stuck here forever!
00:42:38,Stuck? Why did we come in here?
00:42:40,"I told you, it's a shortcut!"
00:42:42,(TRAIN HONKING HORN) (GASPS) The train!
00:42:45,(ALL GRUNTING)
00:42:48,"SADNESS: Oh, no. We're two-dimensional! That's stage three!"
00:42:52,We're getting nowhere!
00:42:53,Depth! I'm lacking depth! Come on.
00:42:56,(JOY GRUNTING)
00:42:59,We can't fit.
00:43:01,"SADNESS: Oh, no, we're Nonfigurative."
00:43:03,This is the last stage!
00:43:04,BING BONG: We're not going to make it!
00:43:06,(SADNESS GROANING)
00:43:08,SADNESS: Wait! We're two-dimensional. Fall on your face!
00:43:15,(BELL RINGING)
00:43:20,(JOY GRUNTING)
00:43:22,JOY: Stop! Stop!
00:43:26,"Oh, no! I thought you said that was a shortcut."
00:43:29,"I did, but wow, we should not have gone in there."
00:43:32,That was dangerous! They really should put up a sign.
00:43:34,How long until the next train?
00:43:35,Who knows. But don't worry. (GROANING)
00:43:37,There's another station. That way.
00:43:39,The train always stops there.
00:43:41,Right before it goes to Headquarters.
00:43:42,"If we hurry, we can catch it."
00:43:44,"This isn't another one of your shortcuts, is it?"
00:43:46,(LAUGHING) Yeah!
00:43:49,(WHISPERING) Is there really another station?
00:43:51,Uh-huh. Through there.
00:43:54,BING BONG: Welcome to Imagination Land!
00:43:57,(GASPS) Imagination Land?
00:43:58,BING BONG: Sure!
00:43:59,I come here all the time. I'm practically the mayor.
00:44:02,"Hey, you guys hungry? There's French Fry Forest!"
00:44:04,Mmm! Delicious. No way!
00:44:06,(LAUGHING) (BING BONG EXCLAIMING)
00:44:08,BING BONG: Check it out! Trophy Town!
00:44:10,Medals! Ribbons! Everyone's a winner!
00:44:13,I won first place!
00:44:15,"Me too! Oh, participation award."
00:44:18,"Wait, is that... Sadness, look, it's Cloud Town!"
00:44:21,(GASPS) That is my favorite!
00:44:23,"(WHOOPING) Oh, it's so soft!"
00:44:25,Oh! Let me try.
00:44:27,Hey! What's the big idea?
00:44:29,"You better fix that wall, or else you're in big troub..."
00:44:32,(WHISTLING)
00:44:34,"Oh, no! Lava! Whoo! Oh!"
00:44:37,Imagination Land is the best!
00:44:39,"Oh, is it all going to be so interactive?"
00:44:43,"Hey, look! The House of Cards!"
00:44:45,"Oh, wait. Hang on just a minute."
00:44:47,JOY: (GASPS) Your rocket! Yeah.
00:44:49,"I stashed it in there for safekeeping,"
00:44:51,and now I'm all set to take Riley to the moon!
00:44:54,"Oh, I'm sorry. Great."
00:44:56,"Oh, I love Imagination Land."
00:44:58,"Isn't it great? And there's always something new, like..."
00:45:04,BING BONG: Who the heck is that?
00:45:05,Imaginary boyfriend.
00:45:07,I would die for Riley.
00:45:08,"(EXCLAIMS IN DISGUST) Oh, I've never seen him before."
00:45:10,I live in Canada.
00:45:12,"Anyway, this way. Through Preschool World!"
00:45:15,We're nearly to the train!
00:45:16,"Riley, here we come! Whoo-hoo!"
00:45:18,(BING BONG LAUGHS)
00:45:20,"This should be fun! New team, new friends."
00:45:24,"These kids look pretty good,"
00:45:25,considering they're from San Francisco.
00:45:27,"COACH: Okay, Andersen, you're up!"
00:45:28,Got to go. Okay.
00:45:30,"Good luck, sweetie!"
00:45:31,Luck isn't going to help us now.
00:45:32,"If she tries to use Hockey Island, it's going down."
00:45:34,Which is why I've recalled
00:45:36,every hockey memory I can think of.
00:45:38,One of these has got to work
00:45:39,in place of the Core Memory. (WHISTLE BLOWING)
00:45:41,She's about to play! Hurry!
00:45:48,(POWERING UP)
00:45:49,"Ha-ha! We did it, gang! It's working!"
00:45:52,Oh!
00:45:53,(POWERING DOWN) (YELPS)
00:45:55,COACH: Line change! Line change!
00:45:57,(GRUNTING) COACH: Change it up!
00:46:00,(EXCLAIMING)
00:46:04,(LAUGHS) No! No! Aah!
00:46:07,(GRUNTS)
00:46:11,DISGUST: It's like we don't learn anything.
00:46:13,RILEY: Come on! COACH: Let's pick it up out there!
00:46:15,GIRL: Pass! Shoot it! Shoot it!
00:46:17,Oh!
00:46:18,(PANTING)
00:46:20,"That's it! No, no, no! Breathe."
00:46:22,Find your happy place. (CHOKES)
00:46:24,(YELLING)
00:46:26,(RILEY GRUNTS) GIRL: What's her problem?
00:46:31,(RILEY GRUNTING)
00:46:35,Riley. What's wrong? Let's go.
00:46:37,MOM: You're not going to finish tryouts?
00:46:39,What's the point? Hey.
00:46:40,It'll be all right. Let's just go back...
00:46:42,Stop saying everything will be all right!
00:46:44,(GIRLS CHEERING)
00:46:46,"COACH: Nice hustle, ladies!"
00:46:48,(GIRLS LAUGHING)
00:46:52,(RUMBLING)
00:46:56,Hockey?
00:47:00,"Oh, no, no, she loves hockey. She can't give up hockey."
00:47:04,DAD: Hey! Look at that!
00:47:06,Very nice shot! MOM: Hey!
00:47:07,"Bing Bong, we have to get to that station."
00:47:09,"Sure thing. This way,"
00:47:10,just past Graham Cracker Castle. Hey.
00:47:12,That's weird.
00:47:13,Graham Cracker Castle used to be right here.
00:47:14,"BING BONG: I wonder why they moved it? Wow, that's not..."
00:47:17,I would have sworn Sparkle Pony Mountain was right here.
00:47:19,"Hey, what's going on? Yeah, yeah... I don't know..."
00:47:21,We'll have to come back. (GASPS) Princess Dream World!
00:47:26,"Oh, no! The stuffed Animal Hall of Fame!"
00:47:30,(GASPS) My rocket!
00:47:32,"BING BONG: Wait! Riley and I, we're still using that rocket!"
00:47:34,It still has some song power left!
00:47:37,™ª Who's your friend who likes to play? ™ª
00:47:39,(DISTORTED TUNE PLAYING)
00:47:45,"No! No, no, no. No, you can't take my rocket to the dump!"
00:47:49,Riley and I are going to the moon!
00:47:52,Oh!
00:47:53,(BING BONG WHIMPERING)
00:47:56,Riley can't be done with me.
00:48:04,"Hey, it's going to be okay! We can fix this!"
00:48:08,We just need to get back to Headquarters.
00:48:10,Which way to the train station?
00:48:11,I had a whole trip planned for us.
00:48:15,"(GASPS) Hey, who's ticklish, huh?"
00:48:17,Here comes the tickle monster!
00:48:21,"Hey, Bing Bong! Look at this!"
00:48:22,(MAKING FUNNY SOUNDS)
00:48:26,Oh! Here's a fun game!
00:48:27,You point to the train station and we all go there!
00:48:31,"Won't that be fun? Come on, let's go to the train station!"
00:48:36,I'm sorry they took your rocket.
00:48:39,They took something that you loved.
00:48:41,It's gone. Forever.
00:48:43,Sadness. Don't make him feel worse.
00:48:45,Sorry.
00:48:47,It's all I had left of Riley.
00:48:49,I bet you and Riley had great adventures.
00:48:52,"Oh, they were wonderful."
00:48:54,Once we flew back in time.
00:48:56,We had breakfast twice that day.
00:48:58,Sadness...
00:48:59,It sounds amazing. I bet Riley liked it.
00:49:02,"(SNIFFLING) Oh, she did. We were best friends."
00:49:06,Yeah. It's sad.
00:49:10,(CRYING)
00:49:14,Wh...
00:49:16,(GROANS)
00:49:21,I'm okay now.
00:49:24,Come on. The train station is this way.
00:49:33,How did you do that?
00:49:35,"Oh, I don't know. He was sad."
00:49:37,So I listened to what...
00:49:38,Hey! There's the train!
00:49:40,(TRAIN HONKING HORN)
00:49:42,(ALL GRUNTING)
00:49:51,Oh! We made it! We're finally going to get home!
00:49:56,"Oh, no! These Facts and Opinions look so similar."
00:49:59,"Oh, don't worry about it. Happens all the time."
00:50:04,(GRUNTS)
00:50:06,"On a scale of one to ten,"
00:50:07,I give this day an F.
00:50:09,"Well, why don't we quit standing around and do something?"
00:50:12,"Like what, genius?"
00:50:13,Like quitting. That's what I'm doing.
00:50:15,Sure it's the coward's way out.
00:50:17,But this coward's gonna survive.
00:50:21,Ow!
00:50:24,(EXCLAIMING)
00:50:27,"DISGUST: Emotions can't quit, genius!"
00:50:30,Ugh! I thought we were supposed to be keeping Riley happy.
00:50:33,Wait a minute! Wait a minute!
00:50:36,Mmm.
00:50:38,Aha! (LAUGHING)
00:50:41,"What is it? Oh, nothing."
00:50:42,Just the best idea ever. What?
00:50:45,All the good Core Memories
00:50:46,were made in Minnesota.
00:50:47,"Ergo, we go back to Minnesota and make more."
00:50:50,"Ta-da! FEAR: Wait, wait, wait."
